,Ingredient,Freq,Freq_Cucchiaio,Freq_GZ,Freq_RR
1011,olio d'oliva delicato,2,2,0,0
1347,olio d'oliva extra,2,2,0,0
1490,olio delicato,2,2,0,0
266,olio di arachide,35,34,0,1
86,olio di arachidi,32,31,0,1
3479,olio di argan,1,1,0,0
1133,olio di cocco,14,6,8,0
2080,olio di girasole,13,13,0,0
415,olio di mais,9,9,0,0
496,olio di mandorle,21,21,0,0
4046,olio di mandorle dolci,1,1,0,0
3562,olio di menta,1,1,0,0
4217,olio di nocciole,1,1,0,0
1609,olio di noce,3,3,0,0
2103,olio di noci,4,4,0,0
545,olio di oliva,53,16,36,1
3118,olio di oliva delicato,1,1,0,0
623,olio di oliva extra,1,1,0,0
904,olio di oliva extravergine,2,2,0,0
3809,olio di olive taggiasche,1,1,0,0
1342,olio di riso,13,12,1,0
224,olio di semi,323,97,222,4
134,olio di semi arachide,1,1,0,0
470,olio di semi d'arachide,5,5,0,0
1700,olio di semi d'arachidi,3,3,0,0
107,olio di semi di arachide,233,30,202,1
694,olio di semi di arachidi,30,17,0,13
150,olio di semi di girasole,119,19,100,0
1330,olio di semi di mais,18,6,12,0
803,olio di semi di riso,1,1,0,0
2091,olio di semi di vinacciolo,3,3,0,0
546,olio di sesamo,23,9,14,0
2759,olio di sesamo scuro,1,1,0,0
3771,olio di soia,1,1,0,0
928,olio di vinacciolo,6,6,0,0
3064,olio etxravergine di oliva,1,1,0,0
305,olio evo,170,170,0,0
1244,olio evo de carlo,1,1,0,0
2738,olio evo delicato,1,1,0,0
3558,olio evo garda dop,1,1,0,0
4074,olio extra,1,1,0,0
4853,olio extra di oliva,1,0,0,1
4893,olio extra vergine,1,0,0,1
4815,olio extra vergine d'oliva,9,0,0,9
4837,olio extra vergine di oliva,8,0,0,8
638,olio extravergine,37,33,0,4
4800,olio extravergine d'olia,1,0,0,1
311,olio extravergine d'oliva,3066,186,2450,430
3111,olio extravergine d'oliva aromatizzato allo zenzero,1,1,0,0
27,olio extravergine di oliva,1029,976,0,53
3883,olio extravergine di olive taggiasche,1,1,0,0
2432,olio extravergine fruttato,1,1,0,0
1302,olio extravergine ligure,1,1,0,0
4782,olio extraverginne d'oliva,1,0,0,1
3279,olio fruttato,1,1,0,0
3652,olio neutro,1,1,0,0
4154,olio nocellara del belice,1,1,0,0
778,olio piccante,1,1,0,0
2788,olio taggiasco,1,1,0,0
3603,olio tartufato,2,2,0,0
151,olio vegetale,6,6,0,0
4847,olio vergine d'oliva,1,0,0,1
4835,olioextravergine d'oliva,1,0,0,1
2948,oliva,3,2,0,1
189,olive,31,19,8,4
4669,olive ascolane tenere,1,0,1,0
4366,olive baresane,1,0,1,0
1509,olive bella di cerignola,2,2,0,0
1100,olive bianche,3,3,0,0
3174,olive cunzate,1,1,0,0
2831,olive di gaeta,13,4,8,1
3421,olive di gaeta snocciolate,1,1,0,0
3184,olive farcite,2,2,0,0
3308,olive farcite al peperone,2,2,0,0
3431,olive infornate,1,1,0,0
3215,olive kalamata,1,1,0,0
90,olive nere,222,99,101,22
2320,olive nere di gaeta,3,3,0,0
1897,olive nere dolci,1,1,0,0
4472,olive nere greche,6,0,6,0
4522,olive nere infornate,3,0,3,0
4609,olive nere nizzarde,1,0,1,0
3285,olive nere secche,1,1,0,0
1062,olive nere snocciolate,16,15,0,1
2004,olive nere tostate,2,2,0,0
4610,olive riviera,1,0,1,0
1907,olive snocciolate,6,5,0,1
79,olive taggiasche,105,63,39,3
617,olive taggiasche sott'olio,1,1,0,0
199,olive verdi,106,57,40,9
2413,olive verdi di cerignola,2,2,0,0
3564,olive verdi farcite al peperone,1,1,0,0
1267,olive verdi siciliane,2,2,0,0
733,olive verdi snocciolate,13,12,0,1
3526,ombrina,6,2,4,0
1579,omogeneizzato di agnello,1,1,0,0
2330,orata,20,2,17,1
1821,orate,2,2,0,0
569,orecchiette,16,9,7,0
4620,orecchiette fresche,2,0,2,0
231,origano,345,104,200,41
2653,origano essiccato,1,1,0,0
93,origano secco,51,51,0,0
3469,oro,1,1,0,0
4257,oro alimentare,1,0,1,0
1026,ortica,2,2,0,0
1308,ortiche,13,5,8,0
283,orzo,9,7,2,0
881,orzo perlato,37,17,13,7
2942,orzo precotto,2,2,0,0
2254,ossa di bovino,1,1,0,0
1322,ossa di manzo,4,4,0,0
4092,ossi di manzo,1,1,0,0
1927,ossibuchi,4,4,0,0
2592,ossibuchi di maiale,1,1,0,0
2589,ossibuchi di tacchino,3,2,1,0
1291,ossibuchi di vitello,5,2,3,0
3640,osso con midollo,1,1,0,0
1629,osso di coda,1,1,0,0
2897,osso di di manzo,1,1,0,0
4193,osso di prosciutto,2,1,0,1
3969,osso di prosciutto crudo,1,1,0,0
1746,ossobuchi di vitello,1,1,0,0
1541,ostia,5,1,4,0
3314,ostia alimentare,1,1,0,0
1336,ostie,5,3,0,2
204,ostriche,12,8,4,0
3668,ostriche tsarskaya,1,1,0,0
4629,ovetti,1,0,1,0
2711,ovetti confettati,2,1,1,0
3986,ovetti confettati colorati,1,1,0,0
3332,ovetti di cioccolato,1,1,0,0
4440,ovetti di cioccolato al latte,3,0,3,0
4712,ovetti di cioccolato fondente,1,0,1,0
3120,ovetti di quaglia,4,4,0,0
450,paccheri,28,14,14,0
3981,paccheri di nola,1,1,0,0
4226,paccheri fratelli setaro,1,1,0,0
747,pachino,2,2,0,0
1788,pagelli,1,1,0,0
4059,pagello,1,1,0,0
4323,paglia e fieno all'uovo,4,0,4,0
3516,pagnotta pane casereccio,1,1,0,0
3661,pagnottelle integrali,1,1,0,0
4255,pajata,1,0,1,0
4597,pak choi,3,0,3,0
1862,palamide,1,1,0,0
4322,palamita,1,0,1,0
4273,palline colorate,2,0,2,0
3700,palma,2,2,0,0
3871,palombe,1,1,0,0
2378,palombi,1,1,0,0
2323,palombo,4,3,0,1
540,pamigiano reggiano,1,1,0,0
3385,pan biscotto,1,1,0,0
205,pan brioche,5,3,2,0
4752,pan carrè,1,0,1,0
141,pan di spagna,28,20,7,1
2861,pan di spagna al cacao,1,1,0,0
647,pan di stelle,1,1,0,0
2253,pan grattato,1,1,0,0
354,pancarrè,88,61,24,3
3357,pancarrè bianco,2,2,0,0
2454,pancarrè integrale,5,3,2,0
435,pancetta,229,133,61,35
605,pancetta affumicata,153,56,90,7
4831,pancetta affumicata affumicata,1,0,0,1
3372,pancetta affumicataa,1,1,0,0
4488,pancetta arrotolata,5,0,5,0
707,pancetta coppata,2,2,0,0
4227,pancetta di maiale,1,1,0,0
2476,pancetta dolce,22,1,20,1
4554,pancetta fresca,1,0,1,0
2123,pancetta macinata,3,3,0,0
3262,pancetta salata,1,1,0,0
140,pancetta steccata,2,2,0,0
2800,pancia di maiale,1,1,0,0
4862,pandispagna,1,0,0,1
1179,pandoro,22,7,15,0
418,pane,235,104,116,15
4616,pane ai 3 farri,1,0,1,0
636,pane ai cereali,5,5,0,0
3914,pane ai pistacchi,1,1,0,0
2956,pane al latte,1,1,0,0
2605,pane alle olive,1,1,0,0
4695,pane arabo,1,0,1,0
944,pane bianco,25,13,12,0
609,pane bianco raffermo,3,3,0,0
3749,pane bianco secco,1,1,0,0
3791,pane bianco tipo francese,1,1,0,0
4108,pane biscottato,1,1,0,0
4076,pane campagnolo,1,1,0,0
1205,pane carasau,8,7,0,1
1285,pane casareccio,11,11,0,0
3496,pane casareccio raffermo,1,1,0,0
767,pane casereccio,77,32,40,5
4866,pane casereccio abbrustolite,1,0,0,1
1433,pane casereccio raffermo,2,2,0,0
3578,pane casereccio tostate,1,1,0,0
1236,pane casereccio tostato,1,1,0,0
4186,pane cotto a legna,1,1,0,0
3409,pane d'altamura raffermo,1,1,0,0
2084,pane da toast,4,4,0,0
2304,pane da toast integrale,1,1,0,0
1690,pane di altamura,3,3,0,0
4489,pane di farro,1,0,1,0
2705,pane di grani,1,1,0,0
748,pane di grano duro,2,2,0,0
725,pane di segale,20,15,4,1
1094,pane di segale ai cereali,1,1,0,0
1065,pane di segale raffermo,2,2,0,0
2799,pane di semola raffermo,2,2,0,0
1456,pane francese,1,1,0,0
2575,pane grattato,1,1,0,0
4404,pane grattugiato,5,0,5,0
2055,pane guttiau,4,1,3,0
379,pane integrale,35,26,9,0
2053,pane integrale di farro,1,1,0,0
4770,pane integrale di segale,1,0,0,1
4568,pane integrale multicereali,4,0,4,0
1550,pane integrale raffermo,1,1,0,0
3438,pane integrale tostato,1,1,0,0
4589,pane lungo,2,0,2,0
1024,pane nero,14,9,1,4
1527,pane nero ai cereali,2,1,1,0
2824,pane nero di castelvetrano,1,1,0,0
3853,pane pane,1,1,0,0
1338,pane piccante,1,1,0,0
3539,pane pugliese,2,2,0,0
59,pane raffermo,105,49,43,13
4856,pane raffermo bollito,1,0,0,1
3012,pane rotondo,3,3,0,0
903,pane rustico,12,10,2,0
2306,pane rustico ai semi,1,1,0,0
1627,pane sciocco,2,2,0,0
501,pane scuro,4,4,0,0
2656,pane scuro raffermo,2,2,0,0
2194,pane secco,2,2,0,0
1424,pane semintegrale,3,3,0,0
1685,pane siciliano,1,1,0,0
2755,pane soffice,1,1,0,0
1789,pane tartaruga,1,1,0,0
3056,pane tipo altamura,1,1,0,0
1942,pane tipo baguette,1,1,0,0
3537,pane tipo bastone francese,1,1,0,0
2147,pane tipo ciabatta,2,2,0,0
1189,pane tipo filone,2,2,0,0
1450,pane tipo pancarrè,1,1,0,0
2031,pane toscano,19,9,6,4
2880,pane toscano casereccio,1,1,0,0
966,pane toscano raffermo,4,3,0,1
1875,pane toscano tostato,1,1,0,0
513,pane tostato,17,16,0,1
3534,paneer,2,2,0,0
4673,panettoncini,1,0,1,0
754,panettone,27,14,13,0
854,panettone gastronomico,5,5,0,0
1592,panettone raffermo,5,5,0,0
1867,panettone tradizionale,1,1,0,0
97,pangrattato,829,421,312,96
3816,pangrattato alla curcuma,1,1,0,0
2120,pangrattato fresco,2,2,0,0
2641,pangrattatto,1,1,0,0
2129,pani arabi,1,1,0,0
1970,pani tondi,1,1,0,0
938,panini,21,14,0,7
684,panini ai cereali,6,1,5,0
3567,panini ai semi di papavero,1,1,0,0
284,panini al latte,5,5,0,0
3663,panini al sesamo,2,1,1,0
4181,panini arabi,1,1,0,0
4359,panini da hamburger,14,0,14,0
4370,panini da hot dog,2,0,2,0
4310,panini di farro,1,0,1,0
4337,panini di grano duro,3,0,3,0
4348,panini integrali,3,0,3,0
4094,panini papavero,1,1,0,0
677,panini sesamo,1,1,0,0
3051,panini tartaruga,1,1,0,0
3541,panini tipo arabo,1,1,0,0
1929,panino,8,7,0,1
4221,panino integrale,1,1,0,0
979,panino raffermo,4,4,0,0
3930,panino tipo arabo,1,1,0,0
4460,panko,4,0,4,0
49,panna,600,597,0,3
934,panna acida,57,33,24,0
646,panna da cucina,5,3,0,2
2882,panna di soia,3,2,1,0
138,panna fresca,395,390,4,1
192,panna fresca liquida,797,14,783,0
2036,panna fresca semi,3,3,0,0
868,panna liquida,49,48,0,1
329,panna liquida fresca,2,2,0,0
2544,panna vegetale,5,3,2,0
3212,panna vegetale di soia,1,1,0,0
4733,pannerone,1,0,1,0
4679,pannocchia di mais,1,0,1,0
3321,pannocchie,3,2,1,0
4720,pannocchie precotte,1,0,1,0
2456,pannocchiette,2,2,0,0
1483,panpepato,1,1,0,0
1571,papaia,5,5,0,0
4134,papaia disidratata,1,1,0,0
4005,papaie,1,1,0,0
2349,paparika dolce,1,1,0,0
1759,papaya,9,4,5,0
578,pappardelle,6,6,0,0
1580,pappardelle all'uovo,10,2,8,0
4287,pappardelle ricce all'uovo,1,0,1,0
393,paprica,33,28,0,5
316,paprica affumicata,4,4,0,0
674,paprica dolce,9,9,0,0
1584,paprica dolce affumicata,1,1,0,0
1624,paprica forte,6,4,0,2
3545,paprica piccante,5,5,0,0
607,paprica semipiccante,4,4,0,0
730,paprika,63,25,37,1
1157,paprika affumicata,37,12,25,0
414,paprika dolce,79,13,66,0
1461,paprika piccante,18,4,14,0
3840,paprika semipiccante,1,1,0,0
3917,parica dolce,1,1,0,0
4836,parmiggiano,2,0,0,2
3352,parmiggiano reggiano,1,1,0,0
60,parmigiano,386,305,0,81
26,parmigiano reggiano,418,374,0,44
4238,parmigiano reggiano dop,475,0,475,0
3430,parmigiano reggiano stagionato,4,4,0,0
3449,parmigiano reggiano stravecchio,1,1,0,0
2790,parmigiano stagionato,1,1,0,0
3892,passata,1,1,0,0
871,passata di albicocca,1,1,0,0
4000,passata di pomidoro,1,1,0,0
95,passata di pomodoro,358,123,219,16
2633,passata di pomodoro mutti,2,2,0,0
2556,passato di pomodoro,4,3,0,1
3694,passato di verdure,1,1,0,0
2481,passion fruit,2,2,0,0
1751,passito,3,3,0,0
4534,passito di pantelleria,2,0,2,0
667,pasta,39,32,6,1
228,pasta al peperoncino,1,1,0,0
477,pasta all'uovo,21,20,0,1
2210,pasta alla chitarra,1,1,0,0
2917,pasta alla nocciola,1,1,0,0
2767,pasta bignè,1,1,0,0
1959,pasta brick,1,1,0,0
3669,pasta brik,1,1,0,0
2896,pasta brioche,3,3,0,0
2474,pasta briseè,1,1,0,0
1917,pasta brisè,2,2,0,0
2638,pasta brisèe,2,2,0,0
1304,pasta brisèe fresca,1,1,0,0
4318,pasta brisé,9,0,9,0
170,pasta brisée,42,42,0,0
3450,pasta brisée al cioccolato,1,1,0,0
2035,pasta brisée salvia,1,1,0,0
2435,pasta brisée tonda,1,1,0,0
2700,pasta choux,1,1,0,0
1523,pasta corta,5,5,0,0
2598,pasta d'acciuga,2,2,0,0
957,pasta d'acciughe,6,6,0,0
4160,pasta d'olive nere,1,1,0,0
1819,pasta da bignè,2,2,0,0
287,pasta da pane,6,5,0,1
3984,pasta da pane lievitata,1,1,0,0
4082,pasta di acciughe,1,1,0,0
4571,pasta di aglio,1,0,1,0
4716,pasta di aglio e zenzero,1,0,1,0
4525,pasta di arance,1,0,1,0
4424,pasta di curry,3,0,3,0
4527,pasta di limoni,1,0,1,0
4526,pasta di mandarini,1,0,1,0
2206,pasta di mandorle,7,4,3,0
4087,pasta di mandorle bianca,1,1,0,0
1556,pasta di miso,1,1,0,0
2356,pasta di nocciola,1,1,0,0
2509,pasta di nocciole,18,1,17,0
3052,pasta di olive,2,2,0,0
1284,pasta di pane,16,16,0,0
2336,pasta di pane lievitata,2,2,0,0
1201,pasta di peperoncino,1,1,0,0
4671,pasta di pesce,1,0,1,0
4397,pasta di pinoli,1,0,1,0
4307,pasta di pistacchi,15,0,15,0
172,pasta di pistacchio,1,1,0,0
1068,pasta di salame,4,1,3,0
3429,pasta di salame fresca,1,1,0,0
3970,pasta di semola di grano duro,1,1,0,0
2039,pasta di sfoglia,1,1,0,0
3606,pasta di tartufo,1,1,0,0
3975,pasta di tartufo bianco,3,3,0,0
3368,pasta di volanti,1,1,0,0
649,pasta di zucchero,25,11,14,0
3002,pasta di zucchero viola,1,1,0,0
1155,pasta fillo,42,17,25,0
698,pasta fresca,2,1,1,0
389,pasta fresca uovo,4,4,0,0
245,pasta frolla,65,64,0,1
912,pasta frolla al cacao,4,4,0,0
1350,pasta frolla al limone,3,3,0,0
3033,pasta frolla fresca,1,1,0,0
2303,pasta frolla limone,2,2,0,0
2492,pasta frolla salata,1,1,0,0
2357,pasta genovese,1,1,0,0
4599,pasta kataifi,3,0,3,0
3502,pasta matta,1,1,0,0
4491,pasta mista,5,0,3,2
1938,pasta phyllo,1,1,0,0
3211,pasta secca,1,1,0,0
161,pasta sfoglia,227,122,105,0
996,pasta sfoglia rotonda,5,5,0,0
1870,pasta sfoglia tonda,7,7,0,0
4570,pasta tandoori,2,0,2,0
2655,pasta tipo farfalle,1,1,0,0
3201,pasta tipo gramigna,1,1,0,0
4058,pasta tipo sedani,1,1,0,0
3248,pasta tipo sedanini,1,1,0,0
4055,pasta tipo tortiglioni,1,1,0,0
1687,pasta tipo tubetti,1,1,0,0
1560,pasta wasabi,3,3,0,0
2845,pastella,2,2,0,0
586,pastina,3,3,0,0
4842,pastina all'uovo,1,0,0,1
3407,pastina da brodo,2,2,0,0
331,patata,72,66,0,6
2140,patata americana,1,1,0,0
2026,patata farinosa,1,1,0,0
1765,patata gialla,2,2,0,0
1766,patata viola,1,1,0,0
52,patate,877,370,397,110
4471,patate americane,3,0,3,0
1108,patate bianche,2,1,1,0
4024,patate blu,1,1,0,0
1083,patate di montagna,2,2,0,0
3390,patate di ollomont,1,1,0,0
3121,patate di siracusa,1,1,0,0
704,patate dolci,19,2,17,0
4552,patate fritte,2,0,2,0
995,patate gialle,3,3,0,0
994,patate novelle,21,4,16,1
4520,patate ratte,1,0,1,0
1037,patate rosse,30,2,24,4
3102,patate selenella montanara,1,1,0,0
1364,patate vecchie,3,3,0,0
1053,patate viola,10,4,6,0
2025,patatine,1,1,0,0
908,patatine classiche,1,1,0,0
583,patatine novelle,4,4,0,0
4608,patè di olive,1,0,1,0
4563,patè di olive nere,1,0,1,0
2539,patè di pomodori secchi,1,1,0,0
2009,paté di olive,1,1,0,0
1493,paté di olive nere,2,2,0,0
1014,paté di pomodori secchi,1,1,0,0
2857,pavesini,11,2,9,0
4592,pecora,2,0,1,1
221,pecorino,331,142,141,48
1968,pecorino affumicato,2,2,0,0
4681,pecorino di fossa,2,0,2,0
3978,pecorino di monte,1,1,0,0
3948,pecorino di norcia,1,1,0,0
1128,pecorino di osilo,1,1,0,0
4184,pecorino di pienza,1,1,0,0
721,pecorino dolce,6,6,0,0
2789,pecorino fiore sardo,1,1,0,0
1817,pecorino fresco,8,8,0,0
4822,pecorino macinato,1,0,0,1
3273,pecorino mediamente stagionato,1,1,0,0
120,pecorino padano grattugiati,1,1,0,0
508,pecorino pepato,1,1,0,0
3442,pecorino piccante,1,1,0,0
40,pecorino romano,73,21,52,0
2498,pecorino romano dop,1,1,0,0
3029,pecorino sardo,18,2,10,6
3011,pecorino sardo di osilo,1,1,0,0
3404,pecorino sardo semistagionato,1,1,0,0
3974,pecorino semipiccante,1,1,0,0
883,pecorino semistagionato,3,3,0,0
4153,pecorino siciliano dop,1,1,0,0
461,pecorino stagionato,28,24,0,4
2576,pecorino stagionato piccante,1,1,0,0
1064,pecorino toscano,8,2,6,0
2272,pecorino toscano semistagionato,1,1,0,0
436,pecorino toscano stagionato,2,2,0,0
4535,pectina,2,0,2,0
1250,pelati,31,22,0,9
1092,pelle,1,1,0,0
3047,pennarelli alimentari,1,1,0,0
1178,penne,11,11,0,0
2570,penne di farro,2,2,0,0
4531,penne di grano saraceno,1,0,1,0
4380,penne di lenticchie rosse,3,0,3,0
3434,penne faella,1,1,0,0
1928,penne lisce,2,2,0,0
460,penne rigate,43,14,25,4
4417,penne rigate bio,3,0,3,0
1098,penne rigate integrali biologiche,1,1,0,0
581,pennette,9,9,0,0
3380,pennette cavalieri,1,1,0,0
260,pennette integrali,2,2,0,0
2338,pennette lisce,4,4,0,0
577,pennette rigate,7,1,6,0
4381,pennette rigate 5 cereali,7,0,7,0
4326,pennette rigate integrali,5,0,5,0
4194,pennette sottili rigate,1,1,0,0
4736,pennoni rigati,1,0,1,0
3596,peoci,1,1,0,0
47,pepe,2922,2522,36,364
697,pepe aromatico,1,1,0,0
2739,pepe aromatico sarawak,1,1,0,0
2175,pepe bengala,2,2,0,0
718,pepe bianco,160,76,77,7
3140,pepe bianco di sarawak,1,1,0,0
3223,pepe bianco macinato,1,1,0,0
3283,pepe del madagascar,1,1,0,0
2189,pepe di caienna,6,3,3,0
317,pepe di cayenna,10,10,0,0
4742,pepe di kampot,1,0,1,0
2507,pepe di mulinello,3,3,0,0
4452,pepe di sarawak,1,0,1,0
2224,pepe di sichuan,7,1,6,0
3498,pepe di vino rosso,1,1,0,0
1481,pepe garofanato,3,3,0,0
4572,pepe giamaicano,2,0,2,0
1885,pepe macinato,3,3,0,0
2925,pepe macinato al momento,1,1,0,0
1590,pepe misto,11,5,6,0
28,pepe nero,2539,405,2122,12
1241,pepe nero della,1,1,0,0
3206,pepe nero di caienna,1,1,0,0
2368,pepe nero di sarawak,1,1,0,0
2061,pepe nero di sarawak macinato,1,1,0,0
4120,pepe nero egiziano,2,2,0,0
44,pepe nero macinato,9,9,0,0
1769,pepe nero rosa,1,1,0,0
3065,pepe nero sarawak,1,1,0,0
70,pepe rosa,96,51,43,2
2207,pepe rosso di sarawak,1,1,0,0
4833,pepe rosso macinato,1,0,0,1
2033,pepe salmone affumicato,1,1,0,0
930,pepe sarawak,3,3,0,0
2174,pepe sichuan,1,1,0,0
2535,pepe timut,1,1,0,0
1075,pepe verde,25,14,11,0
2058,pepe verde disidratato,1,1,0,0
1874,peperoncini,5,5,0,0
3156,peperoncini dolci,1,1,0,0
1478,peperoncini gialli dolci,1,1,0,0
4304,peperoncini jalapeno,4,0,4,0
3157,peperoncini jalapeño,1,1,0,0
1129,peperoncini piccanti,6,5,1,0
439,peperoncini rossi,5,5,0,0
3865,peperoncini rossi piccanti,1,1,0,0
2597,peperoncini secchi,2,2,0,0
3406,peperoncini sott'aceto,1,1,0,0
771,peperoncini tondi piccanti,2,1,1,0
1229,peperoncini verdi,6,6,0,0
1547,peperoncini verdi campani,1,1,0,0
3864,peperoncini verdi dolci,1,1,0,0
3747,peperoncini verdi sott'aceto,1,1,0,0
81,peperoncino,382,242,74,66
2468,peperoncino dolce,6,1,5,0
4281,peperoncino fresco,213,0,213,0
2600,peperoncino macinato,5,1,0,4
1546,peperoncino messicano jalapeño,1,1,0,0
637,peperoncino piccante,28,28,0,0
467,peperoncino rosso,28,22,0,6
1436,peperoncino rosso piccante,3,2,0,1
4135,peperoncino rosso tondo,1,1,0,0
1379,peperoncino secco,43,15,28,0
1021,peperoncino verde,8,3,5,0
1876,peperoncino verde dolce,4,1,3,0
4454,peperoncino verde piccante,7,0,7,0
584,peperone,25,21,0,4
634,peperone arancione,1,1,0,0
2460,peperone dolce,1,1,0,0
3146,peperone friariello,1,1,0,0
55,peperone giallo,59,58,0,1
1333,peperone grigliato,1,1,0,0
2837,peperone rossi,1,1,0,0
54,peperone rosso,93,93,0,0
3546,peperone sott'aceto,2,2,0,0
398,peperone verde,29,27,0,2
3856,peperone verde crudo,1,1,0,0
3383,peperone verde sott'olio,1,1,0,0
958,peperoni,71,37,19,15
1798,peperoni cruschi,3,3,0,0
1659,peperoni dolci,3,1,2,0
1518,peperoni friarielli,1,1,0,0
2725,peperoni friggitelli,2,1,1,0
237,peperoni gialli,105,14,91,0
2891,peperoni gialli corno di bue,1,1,0,0
2405,peperoni mondati,1,1,0,0
4121,peperoni quadri di casale,1,1,0,0
3905,peperoni rosi,1,1,0,0
114,peperoni rossi,160,30,130,0
2747,peperoni rossi dolci,1,1,0,0
2658,peperoni rossi gialli verdi,1,1,0,0
671,peperoni secchi,2,1,0,1
3877,peperoni sott'aceto,4,1,3,0
200,peperoni sott'olio,5,3,2,0
1033,peperoni sottaceto,1,1,0,0
4845,peperoni sotto aceto,1,0,0,1
2015,peperoni verdi,33,8,25,0
4014,peperoni verdi dolci friarielli,1,1,0,0
3912,peperoni verdi friarelli,1,1,0,0
2020,peperoni verdi friggitelli,2,2,0,0
190,per la farcia,1,1,0,0
385,pera,17,17,0,0
3022,pera igp,1,1,0,0
2134,pera kaiser,2,2,0,0
3229,pera williams,1,1,0,0
327,pere,72,51,17,4
2950,pere abate,12,1,11,0
2529,pere comizio,1,1,0,0
2374,pere conference,1,1,0,0
4617,pere coscia,3,0,3,0
1694,pere cotte,1,1,0,0
4516,pere decana,3,0,3,0
525,pere kaiser,14,9,5,0
3288,pere martine,3,3,0,0
913,pere sciroppate,3,3,0,0
3706,pere secche,2,2,0,0
2843,pere sugose,1,1,0,0
1213,pere williams,20,5,15,0
4897,perfilo,1,0,0,1
3359,perini,1,1,0,0
3300,perle di cioccolato,1,1,0,0
1265,perline argentate,1,1,0,0
2648,perline d'argento,1,1,0,0
143,perline di cioccolato,1,1,0,0
4511,perline di zucchero,1,0,1,0
3741,pernici,1,1,0,0
1147,pesca,8,8,0,0
1124,pesca nettarina,7,7,0,0
1583,pescatrice,3,3,0,0
527,pesce,6,5,0,1
1795,pesce bianco,1,1,0,0
3591,pesce cappone,1,1,0,0
4793,pesce da zuppa,1,0,0,1
4501,pesce di mare,4,0,4,0
1898,pesce misto,8,7,0,1
4161,pesce nasello,1,1,0,0
821,pesce persico,5,1,4,0
4850,pesce prete,1,0,0,1
4714,pesce san pietro,1,0,1,0
3110,pesce sciabola,1,1,0,0
87,pesce spada,65,25,31,9
749,pesce spada affumicato,7,2,5,0
1099,pesce stocco,1,1,0,0
276,pesche,54,31,23,0
760,pesche bianche,9,7,2,0
325,pesche gialle,28,17,11,0
2489,pesche mature,2,2,0,0
2065,pesche nettarine,10,10,0,0
2472,pesche nettarine gialle,1,1,0,0
3227,pesche noce,1,1,0,0
416,pesche noci,19,5,14,0
1223,pesche noci gialle,1,1,0,0
4675,pesche percoche,1,0,1,0
2245,pesche sciroppate,3,3,0,0
1900,pesche spaccarelle,1,1,0,0
1237,pesci vari,3,3,0,0
288,pesto,16,15,0,1
350,pesto alla genovese,8,4,4,0
3556,pesto cavallo,1,1,0,0
2104,pesto di olive verdi,1,1,0,0
2317,pesto di rucola,2,1,1,0
3094,pesto di sesamo nero,1,1,0,0
3088,pesto di shiso,1,1,0,0
1464,pesto fresco,1,1,0,0
3249,pesto genovese,1,1,0,0
1506,petali di rosa,1,1,0,0
812,petti d'anatra,4,4,0,0
3645,petti della gallina padovana,1,1,0,0
4078,petti di anatra,1,1,0,0
3858,petti di fagiano,1,1,0,0
2833,petti di faraona,2,2,0,0
951,petti di pollo,10,7,0,3
1085,petto cappone,1,1,0,0
387,petto d'anatra,10,5,5,0
4839,petto di bufalo,1,0,0,1
2516,petto di carne di vitello,1,1,0,0
769,petto di pollo,178,81,97,0
558,petto di tacchino,19,7,11,1
3264,petto di vitello,1,1,0,0
2318,pezzetto porro,1,1,0,0
4706,pezzogna,1,0,1,0
1139,philadelphia,3,3,0,0
2981,philadelphia light,1,1,0,0
2930,philapelphia,1,1,0,0
2396,piacentino,1,1,0,0
3055,piadina di farro,1,1,0,0
4331,piadine,25,0,25,0
4632,piadine integrali,5,0,5,0
3803,piattoni,2,1,0,1
2806,piccione,2,2,0,0
1877,piccioni,8,8,0,0
4576,pici,1,0,1,0
4795,piedini di maiale,1,0,0,1
4901,piedino di maiale,1,0,0,1
4612,pimento,3,0,3,0
457,pimenton,5,5,0,0
1351,pimentòn,1,1,0,0
2276,pimentón,1,1,0,0
1292,pimpinella,2,2,0,0
351,pinoli,375,163,177,35
782,pinoli tostati,16,16,0,0
4044,pinot,1,1,0,0
3187,piovre,1,1,0,0
4621,pipe rigate,4,0,4,0
765,pirottini,1,1,0,0
3889,pirottini di carta,1,1,0,0
1216,pirottini di cioccolato,1,1,0,0
129,piselli,118,108,0,10
4360,piselli precotti,3,0,3,0
2906,piselli secchi,4,2,2,0
3897,piselli secchi al wasabi,1,1,0,0
444,piselli sgranati,31,31,0,0
4280,piselli surgelati,15,0,15,0
1535,pisellini,126,20,106,0
3577,pisellini novelli,1,1,0,0
1097,pisellini sgranati,2,2,0,0
195,pistacchi,175,117,55,3
1718,pistacchi al naturale,7,6,0,1
186,pistacchi di bronte,8,8,0,0
3298,pistacchi pelati,1,1,0,0
116,pistacchi spellati,4,4,0,0
158,pistacchi tostati,8,6,2,0
2420,pistacchi tostati salati,3,1,2,0
4879,pistacchi verdi,1,0,0,1
1408,pistacchio,1,1,0,0
1309,pistilli di zafferano,14,14,0,0
2783,pisto,4,2,2,0
4683,pita,1,0,1,0
2093,pitaya gialla,1,1,0,0
2094,pitaya rosa,1,1,0,0
4858,pizzoccheri,1,0,0,1
4254,platessa,4,0,4,0
4844,plio extravergine d'oliva,1,0,0,1
