,Ingredient,Freq,Freq_Cucchiaio,Freq_GZ,Freq_RR
2740,sfoglia di pasta fresca agli spinaci,1,1,0,0
1463,sfoglia fresca,1,1,0,0
1164,sfoglia uovo,1,1,0,0
3740,sfogliatine,2,2,0,0
1394,sfoglie,5,5,0,0
549,sfoglie all'uovo,8,8,0,0
4480,sfoglie alle olive,8,0,8,0
4421,sfoglie croccanti al forno,5,0,5,0
3131,sfoglie di carasau,1,1,0,0
1452,sfoglie di lasagne,1,1,0,0
1570,sfoglie di pasta all'uovo,7,7,0,0
2262,sfoglie di pasta brisée,1,1,0,0
3633,sfoglie di pasta fillo,1,1,0,0
3199,sfoglie lisce,1,1,0,0
1978,sgombri,9,9,0,0
2037,sgombro,7,1,6,0
4451,sgombro sott'olio,1,0,1,0
517,sherry,9,9,0,0
2203,sherry secco,4,4,0,0
2362,shiso,2,2,0,0
2533,sidro,2,1,1,0
1846,sidro di mele,2,2,0,0
3257,sidro secco,2,2,0,0
2545,sigari di cialda,1,1,0,0
446,silken tofu,1,1,0,0
4641,skuta,1,0,1,0
1701,skyr,5,4,1,0
4272,smarties,1,0,1,0
1403,soda,5,2,3,0
860,sogliola,17,10,7,0
4783,sogliole,2,0,0,2
1754,soia,8,8,0,0
1028,soia edamame,1,1,0,0
3168,soia granulare,1,1,0,0
3109,soia verde,2,2,0,0
2279,soncino,5,5,0,0
4332,songino,21,0,21,0
4786,soppressa,1,0,0,1
4551,soppressata,1,0,1,0
3701,soprèssa,1,1,0,0
4166,soprèssa fresca,1,1,0,0
3593,sorbetto,1,1,0,0
3563,sorbetto ai lamponi,1,1,0,0
3505,sott'aceti misti,1,1,0,0
3356,sottaceti misti,1,1,0,0
2429,sottilette,4,3,1,0
3561,sottilette di formaggio,1,1,0,0
4584,sottofesa di vitello,4,0,4,0
602,sovraccoscia di tacchino disossata,1,1,0,0
1868,sovracosce di pollo,5,5,0,0
157,spaghetti,152,73,66,13
4350,spaghetti 5 cereali,6,0,6,0
1826,spaghetti afeltra,1,1,0,0
573,spaghetti alla chitarra,6,6,0,0
4493,spaghetti alla chitarra all'uovo,6,0,6,0
4490,spaghetti bio,1,0,1,0
4029,spaghetti calibro,1,1,0,0
3997,spaghetti di calibro,1,1,0,0
1836,spaghetti di farro,4,4,0,0
2608,spaghetti di glutine,1,1,0,0
2758,spaghetti di riso,3,1,2,0
1555,spaghetti di riso integrali,1,1,0,0
3626,spaghetti di riso quinoa,1,1,0,0
4294,spaghetti di soia,3,0,3,0
1637,spaghetti il cappelli,1,1,0,0
3063,spaghetti integrali,16,1,15,0
776,spaghetti integrali di farro,2,2,0,0
4123,spaghetti mancini,1,1,0,0
4182,spaghetti masciarelli,1,1,0,0
4555,spaghetti quadrati,4,0,4,0
4546,spaghetti rigati,3,0,3,0
2411,spaghetti senatore cappelli,1,1,0,0
1445,spaghetti tipo vermicelli,1,1,0,0
3743,spaghetti verrrigni,1,1,0,0
1355,spaghettini,13,10,3,0
4561,spaghettini integrali,1,0,1,0
131,spaghettoni,5,5,0,0
2620,spagna di riso,1,1,0,0
3799,spagna rotondo,1,1,0,0
3785,spalla,2,2,0,0
1665,spalla di agnello,2,2,0,0
3947,spalla di maiale,1,1,0,0
1680,spalla di manzo,1,1,0,0
2637,spalla di vitello,2,2,0,0
452,speck,137,61,71,5
2057,speck dolce,2,2,0,0
106,spezie,9,6,2,1
1915,spezie miste,4,4,0,0
2803,spezzatino di agnello,1,1,0,0
3035,spezzatino di coniglio,2,2,0,0
126,spezzatino di manzo,2,2,0,0
2337,spezzatino di pollo,2,2,0,0
4880,spezzatino di vitello,1,0,0,1
3164,spiacchio d'aglio,1,1,0,0
4688,spianatine con pomodorini scarpariello,1,0,1,0
2450,spiedini,2,2,0,0
1316,spiedini di rosmarino,1,1,0,0
3579,spigola,1,1,0,0
209,spinaci,237,142,83,12
499,spinaci novelli,7,7,0,0
2041,spinaci verdi,1,1,0,0
3317,spinacina,1,1,0,0
267,spinacini,30,9,21,0
1902,spinacini da insalata,2,2,0,0
2682,spinacino,4,4,0,0
3485,spinacino di vitello,1,1,0,0
4677,sponsali,1,0,1,0
804,spremuta d'arancia,2,2,0,0
2870,spumante,14,5,9,0
3490,spumante brut,2,2,0,0
795,spumante dolce,2,2,0,0
1586,spumante secco,6,6,0,0
861,spuntature di maiale,1,1,0,0
241,squacquerone,5,2,3,0
1784,stella di anice,1,1,0,0
4587,stelline,1,0,1,0
1252,stelline di zucchero,2,2,0,0
1130,stinchi di maiale,2,1,0,1
4697,stinco di maiale,3,0,3,0
1930,stinco di manzo,1,1,0,0
1683,stoccafisso,16,3,2,11
1007,stoccafisso ammollato,1,1,0,0
3294,stoccafisso bagnato,1,1,0,0
4780,stocco,16,0,0,16
4798,stocco di mammola,3,0,0,3
1799,stocco di mammola spugnato,1,1,0,0
3501,storione,5,5,0,0
3738,storione affumicato,1,1,0,0
4158,storione crudo,1,1,0,0
4652,stracapra,1,0,1,0
182,stracchino,47,20,27,0
1977,stracciatella,19,4,15,0
878,stracciatella di burrata,3,3,0,0
3237,strachitunt,1,1,0,0
3432,strangozzi,1,1,0,0
1984,stridoli,1,1,0,0
1581,striscia di alga nori,1,1,0,0
2578,striscia di bacon,1,1,0,0
2888,strozzapreti,7,2,5,0
240,strutto,134,52,38,44
1668,stufato di cappone,1,1,0,0
3823,succhi di frutta tropicali,1,1,0,0
2473,succo alla pesca,1,1,0,0
4127,succo arance,1,1,0,0
2883,succo d'agave,1,1,0,0
2355,succo d'ananas,3,3,0,0
805,succo d'arancia,119,41,78,0
4744,succo del frutto della passione,1,0,1,0
2530,succo di ananas,6,3,3,0
1922,succo di anguria,2,1,0,1
814,succo di arancia,11,11,0,0
4042,succo di barbabietola,2,2,0,0
4776,succo di bergamotto,1,0,0,1
2944,succo di carota,1,1,0,0
3338,succo di clementine,2,2,0,0
4692,succo di cranberry,1,0,1,0
1358,succo di frutta tropicale,1,1,0,0
2352,succo di frutti passione,2,2,0,0
2108,succo di lampone,2,2,0,0
2491,succo di lamponi,1,1,0,0
1061,succo di lime,83,30,53,0
2745,succo di limes,1,1,0,0
66,succo di limone,593,249,343,1
1373,succo di limoni,5,5,0,0
2809,succo di mandarini,2,2,0,0
1482,succo di mandarino,9,4,5,0
2117,succo di mela,8,5,3,0
2770,succo di mela quanto,1,1,0,0
932,succo di mirtilli,1,1,0,0
2559,succo di mirtillo rosso,2,1,1,0
3090,succo di passion,1,1,0,0
2642,succo di pera,1,1,0,0
2248,succo di pesca,3,2,1,0
3194,succo di pomodoro,5,5,0,0
2702,succo di pompelmo,5,4,1,0
2894,succo di quarto di arancia,1,1,0,0
3480,succo di rape rosse,1,1,0,0
4672,succo di tamarindo,1,0,1,0
1979,succo di un'arancia,2,2,0,0
3101,succo limoni sfusati di amalfi,1,1,0,0
3050,succo mandarancio,1,1,0,0
3350,succodi limone,1,1,0,0
4777,sugna,4,0,0,4
1503,sugo,1,1,0,0
2213,sugo d'anatra,1,1,0,0
4838,sugo di carne,3,0,0,3
3870,sugo di garofolato,1,1,0,0
2269,sugo di pomodoro,4,2,1,1
3014,sugo di seppia,1,1,0,0
2072,suino,2,2,0,0
4001,suino macinato,1,1,0,0
4407,surimi,1,0,1,0
3045,susina,1,1,0,0
3004,susine,8,3,5,0
2062,susine rosse,1,1,0,0
105,tabasco,38,38,0,0
3776,tabasco caienna,1,1,0,0
4269,tabasco®,39,0,39,0
1399,tacchino,19,8,10,1
1792,taccole,19,4,15,0
1676,taccole verdi,4,4,0,0
3491,tacconi di farro,1,1,0,0
4659,tacos,2,0,2,0
576,tagliatelle,23,19,2,2
4379,tagliatelle 5 cereali e uova,1,0,1,0
1539,tagliatelle all'uovo,23,6,16,1
3622,tagliatelle di grano duro,1,1,0,0
3459,tagliatelle di grano ed orzo,1,1,0,0
2467,tagliatelle di pasta all'uovo,2,2,0,0
4670,tagliatelle di riso,1,0,1,0
3179,tagliatelle di semola,1,1,0,0
4178,tagliatelle kamut,1,1,0,0
4678,tagliatelle larghe all'uovo,2,0,2,0
3293,tagliatelle secche,1,1,0,0
2960,tagliatelle tumminia,1,1,0,0
2222,tagliatelle uovo,3,3,0,0
1640,tagliatelle uovo secche,1,1,0,0
3517,tagliatelle verdi,2,2,0,0
2128,tagliatelline all'uovo secche,1,1,0,0
1256,taglierini,7,6,0,1
4198,taglierini al nero di seppia,1,1,0,0
1632,taglierini all'uovo,1,1,0,0
2445,taglierini secchi all'uovo,1,1,0,0
3343,taglietelline all'uovo,1,1,0,0
2043,tagliolini,8,8,0,0
2841,tagliolini al nero di seppia,1,1,0,0
820,tagliolini all'uovo,12,6,6,0
2674,tagliolini alla liquirizia,1,1,0,0
3926,tagliolini di orzo,1,1,0,0
544,tahina,18,6,12,0
982,taleggio,49,19,30,0
3169,tamari,1,1,0,0
1654,tandoori,5,5,0,0
1896,tandoori masala,2,2,0,0
1425,tapenade,2,2,0,0
3667,tapioca,1,1,0,0
4645,taralli,2,0,1,1
920,taralli all'olio d'oliva,2,2,0,0
2001,taralli di oliva,1,1,0,0
4192,taralli molisani,1,1,0,0
939,tarallini,3,3,0,0
2342,tarama,1,1,0,0
1247,tarassaco,4,4,0,0
3678,tartara,1,1,0,0
3360,tartelette,1,1,0,0
4494,tartufi,3,0,2,1
4299,tartufi di cioccolato,4,0,4,0
4027,tartufi di mare,2,1,1,0
4211,tartufi di norcia,1,1,0,0
793,tartufi neri,8,5,3,0
2528,tartufi neri grattugiati,1,1,0,0
3355,tartufino bianco,1,1,0,0
3347,tartufino nero,1,1,0,0
865,tartufo,11,10,1,0
1192,tartufo bianco,10,8,1,1
3280,tartufo bianco d'alba,1,1,0,0
2910,tartufo d'alba,1,1,0,0
1059,tartufo nero,32,24,5,3
4763,tartufo nero di norcia,1,0,0,1
2688,tempeh,2,1,1,0
1177,tenerone,1,1,0,0
1047,tenerumi,1,1,0,0
2234,tequila,3,2,1,0
1467,tequila bianca,2,1,1,0
3812,teroldego,1,1,0,0
3129,teste di crostacei,1,1,0,0
1319,teste di gambero,2,2,0,0
822,teste di tinca,1,1,0,0
1009,teste gamberi argentini,1,1,0,0
4916,testicoli di pollo,1,0,0,1
3265,testina di vitello,2,2,0,0
4913,testine di agnello,1,0,0,1
2858,tigelle,1,1,0,0
4566,tilsit,4,0,4,0
185,timo,851,298,540,13
611,timo cedrato,2,2,0,0
787,timo essiccato,2,2,0,0
1864,timo limonato,3,2,1,0
921,timo limone,13,13,0,0
2707,timo secco,2,2,0,0
3388,timo selvatico,1,1,0,0
3410,tinca di lago,1,1,0,0
4205,tinche del trasimeno,1,1,0,0
661,toblerone,2,2,0,0
1397,tofu,17,6,11,0
1845,tofu al naturale,5,5,0,0
735,toma,11,7,3,1
1771,toma di gressoney,3,2,0,1
3499,toma di pecorino,1,1,0,0
3963,toma mediamente,1,1,0,0
4319,toma piemontese,4,0,4,0
2541,tomini,9,1,8,0
3512,tomini stagionati,1,1,0,0
3367,tomino,1,1,0,0
3939,tonnetto,1,1,0,0
229,tonno,67,35,25,7
4458,tonno affumicato,2,0,2,0
2668,tonno al naturale,7,6,1,0
2686,tonno crudo,1,1,0,0
2943,tonno di oliva,1,1,0,0
2537,tonno olio,1,1,0,0
1998,tonno olio d'oliva,1,1,0,0
1911,tonno rosso,1,1,0,0
297,tonno sott'olio,120,54,65,1
2749,tonno sottʼolio,1,1,0,0
1301,topinambur,20,12,8,0
4611,topping ai frutti di bosco,1,0,1,0
4484,topping al caramello,1,0,1,0
4547,topping al cioccolato,1,0,1,0
4236,topping alla fragola,2,0,2,0
4416,torchietti all'uovo,2,0,2,0
520,torrone,17,13,3,1
3859,torrone alla mandorla,1,1,0,0
2546,torrone bianco,7,3,4,0
4577,torta al cioccolato,1,0,1,0
4067,torte,1,1,0,0
1321,tortellini,5,3,2,0
3191,tortellini al prosciutto,1,1,0,0
3026,tortellini di carne,1,1,0,0
4699,tortelloni,1,0,1,0
1469,tortiglioni,9,2,7,0
4558,tortiglioni integrali,3,0,3,0
1016,tortilla,1,1,0,0
437,tortilla chips,3,1,2,0
1545,tortillas,7,1,6,0
4398,tortillas di farina,7,0,7,0
4365,tortillas di mais,2,0,2,0
2911,torzelle,1,1,0,0
3684,toscanelli bianchi,1,1,0,0
2029,totanetti,1,1,0,0
1232,totani,15,8,5,2
791,tournedos,2,2,0,0
1696,tournedos di filetto di manzo,1,1,0,0
4881,tracchiulelle,7,0,0,7
4790,tracine,1,0,0,1
4116,traminer aromatico,1,1,0,0
4295,tranci di salmone,23,0,23,0
4851,tremole,1,0,0,1
3072,trenette,3,3,0,0
1636,trenette secche,1,1,0,0
4794,trigilia,1,0,0,1
806,triglie,24,12,9,3
3998,trigliotte,1,1,0,0
4753,triple sec,1,0,1,0
4442,triplo concentrato di pomodoro,19,0,19,0
3575,trippa,18,5,5,8
3391,trippa bianca,1,1,0,0
4586,trippa di bovino,1,0,1,0
4201,trippa di vitello,1,1,0,0
3203,trita di maiale,1,1,0,0
1044,trita di manzo,3,3,0,0
3236,troccoli,3,1,2,0
4301,troccoli freschi,1,0,1,0
2848,trofie,13,5,8,0
3336,trombette d'aglio,1,1,0,0
4631,trota,3,0,3,0
1278,trota affumicata,4,4,0,0
3739,trota salmonata,6,1,5,0
582,trota salmonata affumicata,1,1,0,0
783,trote,4,2,0,2
580,tubetti,4,3,1,0
1616,tubettini da brodo,1,1,0,0
2825,tumma,1,1,0,0
29,tuorli,1086,471,593,22
2021,tuorli d'uova,9,2,0,7
506,tuorli d'uovo,31,31,0,0
166,tuorlo,227,225,0,2
889,tuorlo crudo,2,2,0,0
838,tuorlo d'uovo,28,22,0,6
1735,tuorlo di uovo,1,1,0,0
2764,tuorlo latte,1,1,0,0
4168,tè,2,2,0,0
4668,tè al limone,1,0,1,0
3006,tè bianco,1,1,0,0
3116,tè earl grey,2,2,0,0
984,tè matcha,4,4,0,0
3703,tè verde,5,2,3,0
4580,tè verde matcha,4,0,4,0
4728,tête de moine,1,0,1,0
3972,uccellini,1,1,0,0
3784,umbricelli,1,1,0,0
24,uova,3209,1401,1605,203
1323,uova biologiche,2,2,0,0
3770,uova di anatra,1,1,0,0
1150,uova di lompo,15,7,8,0
2138,uova di pesce,1,1,0,0
413,uova di quaglia,18,17,1,0
3964,uova di regina,1,1,0,0
3127,uova di salmone,2,1,1,0
3220,uova di trota,5,5,0,0
3983,uova fredde,1,1,0,0
193,uova intere,45,44,0,1
2801,uova semi,1,1,0,0
874,uova sode,50,42,7,1
35,uovo,609,569,0,40
4860,uovo intero,1,0,0,1
1146,uva,7,7,0,0
3993,uva americana,1,1,0,0
1070,uva bianca,21,14,7,0
1952,uva fragola,10,1,9,0
3605,uva malaga,1,1,0,0
3903,uva malaga di smirne,1,1,0,0
3670,uva moscato,1,1,0,0
1575,uva nera,13,5,8,0
1398,uva passa,44,7,27,10
1872,uva passa cilena,1,1,0,0
4596,uva passa sultanina,1,0,1,0
3258,uva passita,1,1,0,0
2990,uva pizzutella,1,1,0,0
3994,uva rosata,1,1,0,0
4810,uva saltanina,1,0,0,1
2024,uva sultanina,16,4,7,5
264,uvetta,196,122,59,15
4039,uvetta bionda,1,1,0,0
2832,uvetta di corinto,3,3,0,0
3443,uvetta di smirne,1,1,0,0
4785,uvetta passa,1,0,0,1
3313,uvetta rinvenire,1,1,0,0
857,uvetta sultanina,22,19,0,3
4711,uvetta tipo malaga,2,0,2,0
1118,uvette,15,15,0,0
4703,vacherin mont d'or,1,0,1,0
680,valeriana,7,5,2,0
1529,valerianella,5,5,0,0
3807,valpolicella,2,2,0,0
4289,valtellina casera,8,0,8,0
2,vaniglia,383,368,5,10
2612,vaniglia aperto,1,1,0,0
2150,vaniglia bourbon,4,3,0,1
2496,vaniglia caledonia,2,2,0,0
1946,vaniglina,3,3,0,0
4886,vanilina,1,0,0,1
340,vanillina,48,37,8,3
4834,vannillina,1,0,0,1
2854,velo,1,1,0,0
4521,vene cress,1,0,1,0
658,vent,8,8,0,0
4099,ventresca di maiale,1,1,0,0
1515,ventresca di tonno,6,6,0,0
1628,ventrigli di pollo,1,1,0,0
3679,verde,3,3,0,0
2366,verdure,3,3,0,0
3167,verdure alla griglia,1,1,0,0
2667,verdure cotte,1,1,0,0
613,verdure miste,2,2,0,0
1208,verdure passate,2,2,0,0
615,vermicelli,11,5,5,1
1172,vermouth,6,4,2,0
1780,vermouth dry,2,2,0,0
2086,vermouth rosso,2,2,0,0
4009,vermouth secco,1,1,0,0
2115,vermut,2,2,0,0
2731,vermut bianco,1,1,0,0
2332,vernaccia,2,1,1,0
700,verza,73,27,36,10
2679,verza bianca,2,2,0,0
2181,verza di sole,1,1,0,0
826,verza fresca,2,2,0,0
4391,verzini,2,0,2,0
2180,vin santo,9,6,2,1
1686,vin santo secco,1,1,0,0
4536,vincotto,1,0,1,0
833,vino,32,17,8,7
42,vino bianco,647,220,354,73
1921,vino bianco aromatico,3,3,0,0
3126,vino bianco della val d'isarco,1,1,0,0
1692,vino bianco dolce,9,9,0,0
124,vino bianco secco,515,382,80,53
4843,vino bianco sevcco,1,0,0,1
1295,vino bianco tipo vermentino sardo,1,1,0,0
1496,vino cotto,6,4,0,2
1937,vino da dessert,1,1,0,0
828,vino di cipro,2,1,0,1
1903,vino di malaga,1,1,0,0
1171,vino di riso,1,1,0,0
2243,vino dolce,1,1,0,0
4218,vino dolce fermo,1,1,0,0
4818,vino lambrusco secco,1,0,0,1
4325,vino liquoroso,1,0,1,0
3419,vino moscato,3,3,0,0
3253,vino passito,2,2,0,0
3297,vino porto,2,1,1,0
1931,vino rosato,8,3,5,0
390,vino rosso,203,76,105,22
4757,vino rosso cannonau,1,0,0,1
2149,vino rosso corposo,4,4,0,0
2384,vino rosso secco,10,5,0,5
1825,vino rosso tipo lambrusco,1,1,0,0
4083,vino rosé dolce,1,1,0,0
4803,vino secco,1,0,0,1
4507,vino secco da dessert,1,0,1,0
2967,vinsanto,2,2,0,0
4088,viola,1,1,0,0
797,violette candite,3,3,0,0
3028,visciole,3,1,2,0
3875,vite,1,1,0,0
397,vitello,117,63,47,7
3757,vitello magro,2,2,0,0
695,vitellone,6,5,1,0
1259,vodka,25,13,12,0
2558,vodka citron,1,1,0,0
3096,volpina,1,1,0,0
307,vongole,61,26,30,5
330,vongole veraci,22,14,8,0
2617,vov,2,1,1,0
4704,wafer,2,0,2,0
4463,wafer al cacao,2,0,2,0
4708,wafer alla nocciola,1,0,1,0
652,wafer alla vaniglia,1,1,0,0
620,wasabi,27,16,11,0
2249,water roux,1,1,0,0
691,whisky,14,11,3,0
2777,whisky irlandese,1,1,0,0
1655,whisky torbato,5,5,0,0
104,worcester,4,4,0,0
4356,worcestershire sauce,13,0,13,0
2676,wurstel,8,1,7,0
4340,wurstel di maiale,2,0,2,0
4644,wurstel di vitello,1,0,1,0
564,würstel,13,13,0,0
1980,würstel di vitello,1,1,0,0
4470,xantana,2,0,2,0
261,yogurt,84,67,17,0
1633,yogurt agli agrumi,2,2,0,0
2478,yogurt al cocco,1,1,0,0
2543,yogurt al gusto pesca,1,1,0,0
2683,yogurt al mirtillo rosso,1,1,0,0
177,yogurt al naturale,21,21,0,0
3054,yogurt al naturale vaccino,1,1,0,0
2354,yogurt all'ananas,1,1,0,0
1019,yogurt alla fragola,1,1,0,0
4436,yogurt alla frutta,4,0,4,0
910,yogurt alla mela verde,1,1,0,0
931,yogurt alla vaniglia,3,3,0,0
474,yogurt bianco,31,31,0,0
3335,yogurt bianco al naturale,1,1,0,0
2281,yogurt bianco dolce,1,1,0,0
1721,yogurt bianco greco,2,2,0,0
2363,yogurt bianco magro,1,1,0,0
1459,yogurt bianco naturale,52,3,49,0
3042,yogurt cremosi,1,1,0,0
3674,yogurt cremoso naturale,1,1,0,0
1492,yogurt di capra,2,2,0,0
2994,yogurt di soia,2,1,1,0
3231,yogurt fresco,1,1,0,0
4,yogurt greco,191,65,126,0
2947,yogurt greco al naturale,2,2,0,0
1422,yogurt magro,22,11,11,0
333,yogurt naturale,13,13,0,0
2448,yogurt senza burro,1,1,0,0
1859,yogurt tipo greco,1,1,0,0
3093,yuzu,1,1,0,0
1281,zabaione,3,3,0,0
2380,zafferanella,1,1,0,0
159,zafferano,162,82,72,8
2715,zafferano di navelli,1,1,0,0
3639,zampe di pollo,1,1,0,0
4870,zampe di vitello,1,0,0,1
4056,zampe granceola,1,1,0,0
4911,zampetto di maiale,1,0,0,1
3235,zampone,2,1,0,1
69,zenzero,152,108,42,2
1860,zenzero candito,5,4,1,0
4276,zenzero fresco,97,0,97,0
443,zenzero macinato,2,2,0,0
4408,zenzero sott'aceto,8,0,8,0
1981,zeste di zenzero,1,1,0,0
3651,zeste limone,2,2,0,0
2614,zibibbo,3,3,0,0
3714,zite,2,2,0,0
893,ziti,9,4,5,0
2312,zolletta di zucchero,2,2,0,0
2586,zollette di zucchero,3,3,0,0
25,zucca,187,103,75,9
1125,zucca barucca,1,1,0,0
2862,zucca berrettina di lungavilla,1,1,0,0
3878,zucca bianca,7,1,0,6
2972,zucca butternut,1,1,0,0
2158,zucca candita,4,3,1,0
4343,zucca delica,13,0,13,0
1884,zucca fresca,1,1,0,0
405,zucca gialla,15,11,2,2
4118,zucca gialla fresca,1,1,0,0
596,zucca gialla oblunga,3,3,0,0
1105,zucca mantovana,23,8,15,0
3221,zucca napoletana,5,1,4,0
4730,zucca rossa,1,0,1,0
352,zucca sbucciata,1,1,0,0
4556,zucca violina,4,0,4,0
1923,zuccata,1,1,0,0
2646,zuccchero,1,1,0,0
4081,zucche gialle,1,1,0,0
4355,zuccheri glitterati,4,0,4,0
3311,zuccherini colorati,2,2,0,0
33,zucchero,4211,1992,2045,174
1356,zucchero a velo,7,7,0,0
1082,zucchero bianco,10,10,0,0
3016,zucchero bianco fino,2,2,0,0
1783,zucchero canna,4,4,0,0
2328,zucchero colorato rosa,1,1,0,0
1344,zucchero d'uva,2,2,0,0
6,zucchero di canna,482,226,256,0
1402,zucchero di canna bianco,2,2,0,0
1447,zucchero di canna fine,5,5,0,0
453,zucchero di canna grezzo,14,14,0,0
1444,zucchero di canna integrale,9,9,0,0
2931,zucchero di canna muscovado,1,1,0,0
2962,zucchero di canna scuro,2,2,0,0
2218,zucchero di canna scuro tipo muscovado,1,1,0,0
2582,zucchero di palma,2,2,0,0
2694,zucchero di perle,1,1,0,0
3476,zucchero di semola bianco,1,1,0,0
3655,zucchero di vaniglia,1,1,0,0
2945,zucchero granella,1,1,0,0
3009,zucchero grezzo,1,1,0,0
3789,zucchero grezzo di canna,9,1,8,0
471,zucchero integrale di canna,19,6,13,0
641,zucchero mascobado,9,9,0,0
314,zucchero muscovado,23,7,16,0
1162,zucchero perlato,1,1,0,0
3976,zucchero scuro,1,1,0,0
20,zucchero semolato,697,691,0,6
2579,zucchero semolato zefiro,1,1,0,0
3887,zucchero tipo muscovado,1,1,0,0
493,zucchero vanigliato,26,24,0,2
2703,zucchero velo,1,1,0,0
2893,zucchero zefiro,1,1,0,0
295,zucchina,59,59,0,0
2333,zucchina bianca,1,1,0,0
993,zucchina scura,5,5,0,0
2821,zucchina soda,1,1,0,0
101,zucchine,490,199,263,28
1274,zucchine baby,23,4,19,0
4438,zucchine bianche,10,0,10,0
2567,zucchine fiore,1,1,0,0
4647,zucchine gialle,1,0,1,0
1728,zucchine grigliate,1,1,0,0
978,zucchine lunghe,1,1,0,0
1286,zucchine novelle,4,4,0,0
348,zucchine scure,21,21,0,0
947,zucchine sode,1,1,0,0
72,zucchine tenere,4,4,0,0
1764,zucchine tonde,10,3,7,0
4385,zucchine trombetta,3,0,3,0
1844,zucchine verdi,4,4,0,0
1742,zucchinette,2,2,0,0
2305,zucchinette fiore,3,3,0,0
633,zucchinette novelle,3,3,0,0
2760,zucchini,1,1,0,0
3044,zucchino,3,3,0,0
275,zucchino verde,1,1,0,0
1711,zucchino verde oblungo,1,1,0,0
